Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,0,1,-1
1,6,1,0,2,-1
2,6,0,0,1,-1
0,6,1,0,2,-1
1,7,1,1,2,-1
0,7,2,0,2,-1
0,7,3,0,3,-1
3,6,3,0,2,-1
2,6,2,0,1,-1
1,7,2,0,0,-1
1,8,2,0,1,-1
1,9,2,1,1,-1
0,9,3,1,2,-1
3,8,3,1,1,-1
2,8,2,0,1,-1
0,8,3,1,1,-1
1,9,3,1,2,-1
0,9,4,0,2,-1
2,9,3,0,3,-1
2,9,2,1,3,-1
3,8,2,1,4,-1
3,7,2,1,3,-1
1,8,2,1,4,-1
1,9,2,0,4,-1
3,8,2,1,4,-1
1,9,2,1,5,-1
3,8,2,0,5,-1
2,8,1,1,5,-1
2,8,0,2,5,-1
0,8,1,3,5,-1
3,7,1,3,4,-1
1,8,1,4,4,-1
0,8,2,6,4,-1
2,8,1,6,3,-1
0,8,2,6,2,-1
0,8,3,6,3,-1
0,8,4,8,3,-1
3,7,4,7,4,-1001
3,7,4,7,4,-1001
