Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,1,0,-1
0,5,2,1,1,-1
1,6,2,2,1,-1
0,6,3,2,0,-1
3,5,3,3,0,-1
0,5,4,4,0,-1
0,5,5,5,0,-1
3,4,5,6,0,-1
3,3,5,6,1,-1
3,2,5,6,2,-1
2,2,4,5,2,-1
3,1,4,5,1,-1
1,2,4,6,1,-1
2,2,3,5,1,-1
3,1,3,4,1,-1
0,1,4,5,1,-1
1,2,4,5,0,-1
0,2,5,6,0,-1
3,1,5,7,0,-1
3,0,5,8,0,-1
0,0,6,7,0,-1
2,0,5,8,0,-1
2,0,4,8,1,-1
2,0,3,8,2,-1
1,1,3,8,3,-1
1,2,3,8,4,-1
3,1,3,8,5,-1
2,1,2,8,6,-1
2,1,1,7,6,-1
2,1,0,7,7,-1
0,1,1,6,7,-1
2,1,0,5,7,-1
1,2,0,5,6,-1
3,1,0,5,5,-1
0,1,1,6,5,-1
3,0,1,6,4,-1
0,0,2,5,4,-1
2,0,1,5,3,-1
1,1,1,5,4,-1
0,1,2,4,4,-1
2,1,1,5,4,-1
3,0,1,6,4,-1
0,0,2,5,4,-1
2,0,1,5,5,-1
2,0,0,5,6,-1
1,1,0,5,7,-1
1,2,0,6,7,-1
1,3,0,7,7,-1
1,4,0,6,7,-1
3,3,0,7,7,-1
1,4,0,7,5,-1
0,4,1,7,4,-1
2,4,0,6,3,-1
0,4,1,5,2,-1
2,4,0,5,1,-1
3,3,0,5,1,-1
3,2,0,4,0,-1
0,2,1,3,0,-1
3,1,1,2,0,-1
3,0,1,1,0,-1
0,0,2,1,1,-1
0,0,3,0,1,-1
1,1,3,0,2,-1
3,0,3,0,3,-1001
3,0,3,0,3,-1001
