Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
3,4,0,1,0,-1
1,5,0,1,1,-1
1,6,0,1,2,-1
0,6,1,0,2,-1
2,6,0,1,2,-1
1,7,0,1,1,-1
1,8,0,0,1,-1
0,8,1,0,0,-1
2,8,0,1,0,-1
1,9,0,0,0,-1
3,8,0,1,0,-1
1,9,0,1,1,-1
1,10,0,1,2,-1
3,9,0,1,1,-1
0,9,1,1,2,-1
2,9,0,1,3,-1
3,8,0,2,3,-1
0,8,1,1,3,-1
2,8,0,2,3,-1
1,9,0,1,3,-1
3,8,0,1,2,-1
1,9,0,1,3,-1
0,9,1,2,3,-1
3,8,1,3,3,-1
2,8,0,2,3,-1
3,7,0,3,3,-1
1,8,0,3,4,-1
0,8,1,4,4,-1
1,9,1,4,3,-1
3,8,1,5,3,-1
2,8,0,4,3,-1
1,9,0,4,2,-1
3,8,0,4,1,-1
0,8,1,4,2,-1
1,9,1,4,3,-1
2,9,0,3,3,-1
0,9,1,3,4,-1
3,8,1,3,3,-1
1,9,1,2,3,-1
2,9,0,1,3,-1
1,10,0,1,2,-1
3,9,0,1,1,-1
3,8,0,0,1,-1
1,9,0,1,1,-1
0,9,1,1,2,-1
2,9,0,0,2,-1
1,10,0,0,3,-1
3,9,0,0,4,-1
3,8,0,0,3,-1
1,9,0,1,3,-1
0,9,1,2,3,-1
3,8,1,3,3,-1
2,8,0,4,3,-1
1,9,0,4,4,-1
3,8,0,5,4,-1
0,8,1,5,3,-1
2,8,0,5,2,-1
1,9,0,5,1,-1
1,10,0,5,0,-1
0,10,1,6,0,-1
3,9,1,8,0,-1
1,10,1,10,0,-1
0,10,2,10,1,-1
0,10,3,9,1,-1
3,9,3,10,1,-1
3,8,3,10,2,-1
3,7,3,10,1,-1
1,8,3,10,2,-1
3,7,3,10,3,-1
0,7,4,8,3,-1
0,7,5,8,4,-1
3,6,5,7,4,-1
0,6,6,7,5,-1
0,6,7,7,4,-1
3,5,7,7,5,-1
0,5,8,7,6,-1
0,5,9,7,6,-1
0,5,10,7,7,999
0,5,10,7,7,999
