Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,0,1,-1
3,4,1,1,1,-1
0,4,2,1,0,-1
2,4,1,0,0,-1
2,4,0,0,1,-1
0,4,1,0,0,-1
0,4,2,0,1,-1
2,4,1,0,0,-1
0,4,2,1,0,-1
0,4,3,1,1,-1
2,4,2,1,0,-1
2,4,1,0,0,-1
2,4,0,1,0,-1
1,5,0,1,1,-1
3,4,0,1,0,-1
0,4,1,0,0,-1
2,4,0,1,0,-1
1,5,0,1,1,-1
3,4,0,0,1,-1
0,4,1,0,2,-1
1,5,1,1,2,-1
3,4,1,1,3,-1
1,5,1,0,3,-1
3,4,1,0,2,-1
0,4,2,0,1,-1
2,4,1,0,0,-1
2,4,0,0,1,-1
0,4,1,1,1,-1
1,5,1,1,2,-1
2,5,0,0,2,-1
0,5,1,1,2,-1
3,4,1,1,3,-1
2,4,0,1,2,-1
0,4,1,1,3,-1
1,5,1,2,3,-1
1,6,1,2,4,-1
2,6,0,2,3,-1
3,5,0,2,4,-1
0,5,1,1,4,-1
3,4,1,2,4,-1
2,4,0,2,3,-1
0,4,1,2,4,-1
2,4,0,2,3,-1
0,4,1,1,3,-1
1,5,1,1,2,-1
1,6,1,1,1,-1
0,6,2,1,0,-1
0,6,3,1,1,-1
1,7,3,1,2,-1
3,6,3,1,3,-1
2,6,2,1,2,-1
1,7,2,1,1,-1
3,6,2,1,2,-1
3,5,2,0,2,-1
2,5,1,0,3,-1
2,5,0,0,2,-1
0,5,1,0,1,-1
0,5,2,1,1,-1
2,5,1,0,1,-1
0,5,2,1,1,-1
0,5,3,0,1,-1
3,4,3,0,0,-1
2,4,2,0,1,-1
0,4,3,0,2,-1
0,4,4,1,2,-1
1,5,4,1,1,-1
2,5,3,1,0,-1
0,5,4,0,0,-1
3,4,4,1,0,-1
1,5,4,1,1,-1
2,5,3,0,1,-1
0,5,4,0,0,-1
2,5,3,0,1,-1
3,4,3,1,1,-1
0,4,4,1,0,-1
0,4,5,1,1,-1
1,5,5,1,0,-1
1,6,5,1,1,-1
0,6,6,1,2,-1
1,7,6,1,3,-1
1,8,6,0,2,-1
2,8,5,0,3,-1
1,9,5,2,3,-1
0,9,6,2,4,-1
0,9,7,2,4,-1
1,10,7,4,4,-1
3,9,7,5,4,-1
1,10,7,7,4,-1
2,10,6,8,4,-1
2,10,5,8,4,-1
0,10,6,8,4,-1
3,9,6,8,5,-1
2,9,5,9,5,-1001
2,9,5,9,5,-1001
