-32.156563635491786,0,193,2246.1815750598907,806.0
-33.261952448141166,1,199,2505.001925945282,800.0
-39.94736564511649,2,261,3606.749505996704,-262.0
-39.95913839122928,3,271,3601.7303490638733,-272.0
-39.935548596540805,4,253,3601.079122066498,-254.0
-39.914850597256645,5,242,3611.475208044052,-243.0
-39.96984420031939,6,283,3604.1949031352997,-284.0
25.783754832898204,7,109,1140.2395150661469,890.0
-39.92685084725195,8,248,3609.7567739486694,-249.0
-39.95121535472915,9,264,3600.29741191864,-265.0
-39.92867957607065,10,249,3611.8634989261627,-250.0
205.40230768322107,11,57,561.3348197937012,942.0
-39.9570160591498,12,269,3616.331114053726,-270.0
-39.94026261247194,13,256,3601.646091938019,-257.0
-39.92497522795072,14,247,3610.7711679935455,-248.0
