Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,14,13,0
3,6,0,0,14,12,-1
0,6,1,0,13,12,-1
1,7,1,0,13,11,-1
0,7,2,0,12,11,-1
0,7,3,1,11,11,-1
2,7,2,1,10,10,-1
1,8,2,1,10,9,-1
0,8,3,1,10,7,-1
2,8,2,1,10,6,-1
2,8,1,1,10,5,-1
1,9,1,0,9,4,-1
2,9,0,0,11,4,-1
0,9,1,0,12,4,-1
2,9,0,0,11,4,-1
3,8,0,0,11,5,-1
0,8,1,0,11,4,-1
2,8,0,0,10,4,-1
0,8,1,1,9,4,-1
3,7,1,1,9,3,-1
3,6,1,1,9,4,-1
3,5,1,1,10,4,-1
3,4,1,1,9,4,-1
3,3,1,0,8,5,-1
0,3,2,0,8,6,-1
3,2,2,0,8,5,-1
0,2,3,0,7,5,-1
0,2,4,0,6,5,-1
0,2,5,1,4,5,-1
3,1,5,1,2,5,-1
3,0,5,1,1,4,-1
1,1,5,1,1,5,-101
1,1,5,1,1,5,-101
