Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,10,14,0
1,8,0,0,9,14,-1
3,7,0,0,8,14,-1
0,7,1,0,8,13,-1
0,7,2,0,9,13,-1
1,8,2,0,9,12,-1
0,8,3,0,9,11,-1
2,8,2,0,9,10,-1
0,8,3,1,10,10,-1
3,7,3,0,10,8,-1
3,6,3,0,9,8,-1
3,5,3,0,9,7,-1
0,5,4,0,9,6,-1
0,5,5,0,9,5,-1
3,4,5,0,9,4,-1
3,3,5,0,8,4,-1
0,3,6,0,8,3,-1
0,3,7,0,8,2,-1
2,3,6,0,8,3,-1
0,3,7,0,8,2,-1
0,3,8,0,7,2,-1
3,2,8,0,7,3,-1
2,2,7,0,8,3,-1
0,2,8,0,8,4,-1
3,1,8,0,8,3,-1
0,1,9,0,7,3,-1
0,1,10,0,6,3,-1
2,1,9,0,7,3,-1
2,1,8,1,6,3,-1
0,1,9,1,5,4,-1
0,1,10,0,5,5,-1
0,1,11,0,4,5,-1
1,2,11,0,3,5,-1
1,3,11,0,3,4,-1
3,2,11,0,3,5,-1
3,1,11,0,4,5,-1
1,2,11,0,3,5,-1
2,2,10,0,3,6,-1
0,2,11,1,3,7,-1
1,3,11,0,3,9,-1
3,2,11,1,3,8,-1
1,3,11,0,3,9,-1
3,2,11,1,3,8,-1
3,1,11,0,4,9,-1
1,2,11,0,3,9,-1
1,3,11,0,4,9,-1
3,2,11,0,3,9,-1
3,1,11,0,3,8,-1
1,2,11,0,3,9,-1
2,2,10,1,3,8,-1
0,2,11,0,3,9,-1
1,3,11,0,4,9,-1
0,3,12,0,3,9,-1
2,3,11,0,4,9,-1
3,2,11,0,4,8,-1
1,3,11,0,4,7,-1
3,2,11,0,4,8,-1
1,3,11,0,4,9,-1
0,3,12,0,3,9,-1
2,3,11,0,3,8,-1
0,3,12,0,3,7,-1
2,3,11,0,3,8,-1
0,3,12,0,3,7,-1
2,3,11,0,3,8,-1
0,3,12,0,3,9,-1
2,3,11,0,3,8,-1
3,2,11,1,3,7,-1
1,3,11,0,3,9,-1
3,2,11,1,3,8,-1
1,3,11,0,1,8,-1
3,2,11,1,1,10,-1
1,3,11,1,2,10,-1
0,3,12,1,3,11,-1
1,4,12,1,4,12,-101
1,4,12,1,4,12,-101
