-930.7118593749999,0,3,20.578425884246826,-1004.0
-930.7118593749999,1,3,24.357596158981323,-1004.0
-865.5646372854002,2,6,38.69310021400452,-1007.0
-930.7118593749999,3,3,20.357839107513428,-1004.0
-865.5646372854002,4,6,32.26380705833435,-1007.0
-886.7329613183592,5,5,30.950767040252686,-1006.0
-634.0337032723642,6,19,75.83177995681763,-1020.0
-824.8023833194335,7,8,37.205353021621704,-1009.0
-908.4440628906249,8,4,26.673163890838623,-1005.0
-886.7329613183592,9,5,33.51321196556091,-1006.0
-865.5646372854002,10,6,26.94369602203369,-1007.0
-908.4440628906249,11,4,20.57748508453369,-1005.0
-805.1823237364478,12,9,38.25075602531433,-1010.0
-953.550625,13,2,12.170289993286133,-1003.0
-930.7118593749999,14,3,20.735002040863037,-1004.0
-930.7118593749999,15,3,22.164588928222656,-1004.0
-865.5646372854002,16,6,34.80908203125,-1007.0
-731.4860000809261,17,13,59.79986095428467,-1014.0
-886.7329613183592,18,5,25.22130513191223,-1006.0
-930.7118593749999,19,3,23.1096088886261,-1004.0
-908.4440628906249,20,4,24.34203290939331,-1005.0
-805.1823237364478,21,9,34.114126205444336,-1010.0
-865.5646372854002,22,6,36.18544793128967,-1007.0
-886.7329613183592,23,5,28.879981994628906,-1006.0
