-8.946815165742487,0,9,3760.7111151218414,-10.0
707.610774281043,1,13,3405.10968208313,986.0
-11.937612899941584,2,13,3627.7828419208527,-14.0
-12.639172577443045,3,14,3749.9027490615845,-15.0
-12.639172577443045,4,14,3706.7997279167175,-15.0
-12.639172577443045,5,14,3718.8078520298004,-15.0
-12.639172577443045,6,14,3722.8693749904633,-15.0
-12.639172577443045,7,14,3745.930639028549,-15.0
670.6974923009166,8,15,3130.1305708885193,984.0
-12.639172577443045,9,14,3733.1864540576935,-15.0
-12.639172577443045,10,14,3723.428200006485,-15.0
-12.639172577443045,11,14,3745.7488090991974,-15.0
-12.639172577443045,12,14,3710.791309118271,-15.0
-12.639172577443045,13,14,3789.2947459220886,-15.0
-12.639172577443045,14,14,3708.908238887787,-15.0
