Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,2,0,-1
1,6,1,4,0,-1
1,7,1,5,0,-1
1,8,1,4,0,-1
0,8,2,6,0,-1
0,8,3,7,0,-1
0,8,4,7,1,-1
1,9,4,8,2,-1
0,9,5,9,1,-1
0,9,6,9,2,-1
3,8,6,8,2,-1
3,7,6,8,1,-1
2,7,5,8,2,-1
0,7,6,8,4,-1
2,7,5,9,3,-1
0,7,6,8,3,-1
3,6,6,8,4,-1
3,5,6,9,4,-1
2,5,5,8,4,-1
3,4,5,8,3,-1
3,3,5,8,4,-1
3,2,5,8,3,-1
2,2,4,8,4,-1
0,2,5,8,3,-1
0,2,6,8,4,-1
0,2,7,8,3,-1
1,3,7,8,4,-1
0,3,8,8,3,-1
0,3,9,8,2,-1
0,3,10,8,3,-1
1,4,10,8,4,-1
1,5,10,8,3,999
1,5,10,8,3,999
