Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-844.9255213532653,0,7,0.01075887680053711,-1008.0
-953.550625,1,2,0.0035560131072998047,-1003.0
-844.9255213532653,2,7,0.008929014205932617,-1008.0
-886.7329613183592,3,5,0.007529020309448242,-1006.0
-930.7118593749999,4,3,0.004701852798461914,-1004.0
-844.9255213532653,5,7,0.009759902954101562,-1008.0
-805.1823237364478,6,9,0.013264894485473633,-1010.0
-886.7329613183592,7,5,0.0071659088134765625,-1006.0
-844.9255213532653,8,7,0.009721040725708008,-1008.0
-908.4440628906249,9,4,0.005666971206665039,-1005.0
-908.4440628906249,10,4,0.005916118621826172,-1005.0
-908.4440628906249,11,4,0.0057141780853271484,-1005.0
-886.7329613183592,12,5,0.007049083709716797,-1006.0
-634.0337032723642,13,19,0.023839950561523438,-1020.0
-976.975,14,1,0.002765178680419922,-1002.0
-930.7118593749999,15,3,0.004595041275024414,-1004.0
-953.550625,16,2,0.003592967987060547,-1003.0
-824.8023833194335,17,8,0.010673046112060547,-1009.0
-865.5646372854002,18,6,0.008414983749389648,-1007.0
-886.7329613183592,19,5,0.006940126419067383,-1006.0
-930.7118593749999,20,3,0.0059108734130859375,-1004.0
-908.4440628906249,21,4,0.008268117904663086,-1005.0
-844.9255213532653,22,7,0.009266138076782227,-1008.0
-886.7329613183592,23,5,0.007388114929199219,-1006.0
-749.2164103394115,24,12,0.014811992645263672,-1013.0
