Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-930.7118593749999,0,3,0.0342099666595459,-1004.0
-844.9255213532653,1,7,0.028218984603881836,-1008.0
-563.4005376636011,2,24,0.023535966873168945,-1025.0
-844.9255213532653,3,7,0.026025056838989258,-1008.0
-953.550625,4,2,0.0023849010467529297,-1003.0
-786.0527656430365,5,10,0.009440183639526367,-1011.0
-865.5646372854002,6,6,0.008185863494873047,-1007.0
-824.8023833194335,7,8,0.011166095733642578,-1009.0
-953.550625,8,2,0.0032799243927001953,-1003.0
-930.7118593749999,9,3,0.003206014633178711,-1004.0
-604.7032891732913,10,21,0.017016887664794922,-1022.0
-824.8023833194335,11,8,0.007369041442871094,-1009.0
-930.7118593749999,12,3,0.0028929710388183594,-1004.0
-865.5646372854002,13,6,0.005357980728149414,-1007.0
-886.7329613183592,14,5,0.004429817199707031,-1006.0
-563.4005376636011,15,24,0.022184133529663086,-1025.0
-908.4440628906249,16,4,0.0038459300994873047,-1005.0
-953.550625,17,2,0.0021369457244873047,-1003.0
-953.550625,18,2,0.0023190975189208984,-1003.0
-886.7329613183592,19,5,0.008812904357910156,-1006.0
-930.7118593749999,20,3,0.006944894790649414,-1004.0
-865.5646372854002,21,6,0.006413936614990234,-1007.0
-634.0337032723642,22,19,0.019909143447875977,-1020.0
-786.0527656430365,23,10,0.008332967758178711,-1011.0
-976.975,24,1,0.001522064208984375,-1002.0
