Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,0,14,0
1,8,0,1,0,13,-1
1,9,0,0,0,14,-1
1,10,0,0,0,13,-1
1,11,0,0,0,14,-1
1,12,0,0,1,14,-1
1,13,0,0,0,14,-1
1,14,0,0,0,13,-1
0,14,1,0,0,12,-1
0,14,2,0,1,12,-1
0,14,3,0,0,12,-1
3,13,3,0,0,11,-1
1,14,3,0,0,10,-1
0,14,4,0,0,11,-1
3,13,4,0,0,10,-1
3,12,4,0,1,10,-1
0,12,5,0,1,9,-1
0,12,6,0,0,9,-1
3,11,6,0,0,10,-1
1,12,6,0,0,11,-1
0,12,7,0,1,11,-1
3,11,7,0,1,10,-1
0,11,8,0,2,10,-1
1,12,8,0,3,10,-1
0,12,9,0,3,11,-1
0,12,10,0,3,10,-1
3,11,10,0,4,10,-1
0,11,11,0,5,10,-1
2,11,10,0,5,9,-1
3,10,10,0,4,9,-1
3,9,10,0,5,9,-1
0,9,11,0,4,9,-1
3,8,11,0,4,10,-1
1,9,11,0,5,10,-1
0,9,12,0,5,9,-1
0,9,13,0,5,8,-1
3,8,13,1,5,9,-1
0,8,14,1,5,10,-1
3,7,14,1,5,11,999
3,7,14,1,5,11,999
