Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-865.5646372854002,0,6,0.44518208503723145,-1007.0
-886.7329613183592,1,5,0.37731099128723145,-1006.0
-865.5646372854002,2,6,0.35581398010253906,-1007.0
-886.7329613183592,3,5,0.22441577911376953,-1006.0
-824.8023833194335,4,8,0.25228309631347656,-1009.0
-749.2164103394115,5,12,0.767125129699707,-1013.0
-908.4440628906249,6,4,0.2568240165710449,-1005.0
-824.8023833194335,7,8,0.47980690002441406,-1009.0
-664.8875248098508,8,17,0.5639190673828125,-1018.0
-786.0527656430365,9,10,0.7664570808410645,-1011.0
-930.7118593749999,10,3,0.20710515975952148,-1004.0
-786.0527656430365,11,10,0.660761833190918,-1011.0
-805.1823237364478,12,9,0.5181071758270264,-1010.0
-930.7118593749999,13,3,0.13805007934570312,-1004.0
-865.5646372854002,14,6,0.7185399532318115,-1007.0
-844.9255213532653,15,7,0.4595530033111572,-1008.0
-953.550625,16,2,0.08137702941894531,-1003.0
-824.8023833194335,17,8,0.30141592025756836,-1009.0
-865.5646372854002,18,6,0.2532968521118164,-1007.0
-976.975,19,1,0.05777692794799805,-1002.0
-844.9255213532653,20,7,0.3283109664916992,-1008.0
-649.2653366896044,21,18,1.4000279903411865,-1019.0
-886.7329613183592,22,5,0.3516550064086914,-1006.0
-886.7329613183592,23,5,0.2201540470123291,-1006.0
-664.8875248098508,24,17,0.870067834854126,-1018.0
