Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,13,14,0
0,7,1,0,13,13,-1
1,8,1,1,13,14,-1
3,7,1,0,12,14,-1
0,7,2,0,11,14,-1
2,7,1,0,11,13,-1
0,7,2,0,11,12,-1
1,8,2,0,11,13,-1
3,7,2,0,10,13,-1
2,7,1,0,10,12,-1
1,8,1,0,11,12,-1
3,7,1,0,11,13,-1
1,8,1,0,10,13,-1
0,8,2,0,10,14,-1
2,8,1,0,10,13,-1
0,8,2,0,11,13,-1
0,8,3,0,12,13,-1
2,8,2,0,12,14,-1
2,8,1,0,12,13,-1
1,9,1,1,12,11,-1
2,9,0,1,12,10,-1
3,8,0,0,11,11,-1
0,8,1,0,11,10,-1
3,7,1,0,11,9,-1
3,6,1,0,11,8,-1
0,6,2,0,10,8,-1
2,6,1,0,10,7,-1
3,5,1,0,10,6,-1
0,5,2,0,9,6,-1
3,4,2,0,8,6,-1
3,3,2,0,9,6,-1
1,4,2,0,8,6,-1
2,4,1,1,7,6,-1
1,5,1,1,7,7,-1
2,5,0,0,7,6,-1
3,4,0,1,6,6,-1
3,3,0,1,6,5,-1
3,2,0,1,5,4,-1
3,1,0,1,4,4,-1
3,0,0,1,3,4,-1
0,0,1,1,2,3,-1
2,0,0,1,3,2,-1
0,0,1,1,1,2,-1
2,0,0,1,1,1,-1
0,0,1,1,0,1,-101
0,0,1,1,0,1,-101
