Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,9,7,0
3,6,0,1,9,5,-1
3,5,0,1,9,4,-1
3,4,0,1,8,5,-1
3,3,0,1,7,4,-1
3,2,0,1,6,4,-1
3,1,0,1,5,4,-1
3,0,0,0,4,5,-1
1,1,0,1,5,5,-1
1,2,0,1,5,4,-1
3,1,0,1,6,4,-1
3,0,0,1,6,2,-1
0,0,1,1,4,2,-1
0,0,2,1,3,2,-1
0,0,3,1,2,3,-1
0,0,4,1,2,2,-1
0,0,5,1,3,2,-1
0,0,6,0,4,3,-1
1,1,6,1,5,3,-1
0,1,7,1,4,4,-1
0,1,8,1,3,5,-1
0,1,9,1,4,6,-1
0,1,10,1,5,7,-1
3,0,10,1,4,7,-1
0,0,11,1,5,8,-1
0,0,12,1,3,8,-1
0,0,13,1,4,8,-1
1,1,13,1,4,9,-1
1,2,13,1,4,11,-1
3,1,13,1,3,11,-1
0,1,14,1,4,12,-1
1,2,14,1,5,13,-1
1,3,14,1,3,13,-1
1,4,14,1,2,14,-1
1,5,14,1,3,13,-1
1,6,14,1,4,13,-1
1,7,14,1,5,13,999
1,7,14,1,5,13,999
