Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
0,6,1,4,0,-1
0,6,2,5,1,-1
1,7,2,6,2,-1
3,6,2,5,1,-1
1,7,2,5,2,-1
0,7,3,6,2,-1
1,8,3,8,2,-1
2,8,2,7,2,-1
3,7,2,6,1,-1
1,8,2,5,1,-1
1,9,2,5,2,-1
2,9,1,6,2,-1
2,9,0,7,2,-1
1,10,0,6,2,-1
3,9,0,7,2,-1
3,8,0,6,2,-1
3,7,0,7,2,-1
1,8,0,6,2,-1
3,7,0,6,1,-1
1,8,0,6,0,-1
1,9,0,5,0,-1
0,9,1,4,0,-1
0,9,2,5,0,-1
0,9,3,5,1,-1
0,9,4,6,2,-1
0,9,5,7,2,-1
3,8,5,6,2,-1
0,8,6,7,2,-1
0,8,7,8,2,-1
0,8,8,7,2,-1
0,8,9,6,2,-1
2,8,8,7,2,-1
0,8,9,8,2,-1
0,8,10,8,3,-1
3,7,10,9,3,-1
3,6,10,9,4,-1
3,5,10,9,3,999
3,5,10,9,3,999
