Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-805.1823237364478,0,9,7.405286073684692,-1010.0
602.2487176898924,1,19,45.90048098564148,980.0
540.3923889457899,2,23,81.15651106834412,976.0
602.2487176898924,3,19,59.98903179168701,980.0
635.6068036185586,4,17,48.0922269821167,982.0
433.9784912644283,5,31,43.173550844192505,968.0
484.49357370122544,6,27,97.09904098510742,972.0
635.6068036185586,7,17,48.784193992614746,982.0
602.2487176898924,8,19,62.36144185066223,980.0
540.3923889457899,9,23,63.98858380317688,976.0
670.6974923009166,10,15,48.08728098869324,984.0
670.6974923009166,11,15,44.831055879592896,984.0
410.57580325824716,12,33,46.310189962387085,966.0
635.6068036185586,13,17,15.682339906692505,982.0
602.2487176898924,14,19,53.38342499732971,980.0
635.6068036185586,15,17,45.7233669757843,982.0
670.6974923009166,16,15,42.8211669921875,984.0
540.3923889457899,17,23,72.02055788040161,976.0
511.7355147415915,18,25,25.599969148635864,974.0
540.3923889457899,19,23,76.07370686531067,976.0
635.6068036185586,20,17,24.247931003570557,982.0
707.610774281043,21,13,33.75200891494751,986.0
670.6974923009166,22,15,43.20328402519226,984.0
670.6974923009166,23,15,46.39332818984985,984.0
602.2487176898924,24,19,62.76787090301514,980.0
