Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,4,14,0
1,8,0,0,3,14,-1
3,7,0,0,3,13,-1
1,8,0,0,4,13,-1
0,8,1,0,4,12,-1
0,8,2,0,4,11,-1
0,8,3,0,5,11,-1
0,8,4,0,5,10,-1
2,8,3,0,5,11,-1
2,8,2,0,6,11,-1
2,8,1,0,7,11,-1
3,7,1,0,8,11,-1
1,8,1,0,9,11,-1
1,9,1,0,8,11,-1
2,9,0,0,7,11,-1
1,10,0,0,6,11,-1
0,10,1,0,6,10,-1
0,10,2,0,5,10,-1
2,10,1,0,5,11,-1
0,10,2,0,5,10,-1
2,10,1,0,6,10,-1
2,10,0,0,5,10,-1
3,9,0,0,5,11,-1
0,9,1,0,5,10,-1
1,10,1,0,5,11,-1
0,10,2,0,6,11,-1
0,10,3,0,6,10,-1
3,9,3,0,6,11,-1
2,9,2,0,6,10,-1
2,9,1,0,7,10,-1
2,9,0,0,7,11,-1
1,10,0,0,7,10,-1
1,11,0,0,7,9,-1
0,11,1,0,8,9,-1
2,11,0,0,7,9,-1
1,12,0,0,8,9,-1
0,12,1,0,7,9,-1
0,12,2,0,7,10,-1
1,13,2,0,6,10,-1
0,13,3,0,5,10,-1
0,13,4,0,6,10,-1
1,14,4,0,5,10,-1
0,14,5,0,6,10,-1
0,14,6,0,7,10,-1
2,14,5,0,6,10,-1
0,14,6,0,7,10,-1
0,14,7,0,7,9,-1
0,14,8,0,7,10,-1
0,14,9,0,7,9,-1
3,13,9,0,8,9,-1
0,13,10,0,7,9,-1
3,12,10,0,8,9,-1
1,13,10,0,7,9,-1
3,12,10,0,7,10,-1
2,12,9,0,6,10,-1
0,12,10,0,5,10,-1
2,12,9,0,6,10,-1
1,13,9,0,6,11,-1
3,12,9,0,6,10,-1
3,11,9,0,7,10,-1
0,11,10,0,7,9,-1
3,10,10,0,8,9,-1
3,9,10,1,7,9,-1
1,10,10,0,8,9,-1
0,10,11,0,7,10,-1
0,10,12,1,7,11,-1
0,10,13,1,8,11,-1
3,9,13,1,8,12,-1
0,9,14,1,8,13,-1
1,10,14,1,10,13,-1
3,9,14,1,9,14,-101
3,9,14,1,9,14,-101
