Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,6,14,0
1,8,0,0,7,14,-1
3,7,0,0,7,13,-1
0,7,1,0,6,13,-1
1,8,1,0,6,12,-1
3,7,1,0,6,11,-1
2,7,0,0,6,10,-1
1,8,0,0,5,10,-1
3,7,0,0,6,10,-1
1,8,0,0,6,9,-1
0,8,1,0,6,10,-1
2,8,0,0,6,9,-1
3,7,0,0,6,10,-1
0,7,1,0,6,11,-1
3,6,1,0,7,11,-1
2,6,0,0,8,11,-1
0,6,1,0,7,11,-1
0,6,2,0,6,11,-1
0,6,3,0,7,11,-1
0,6,4,0,6,11,-1
3,5,4,0,6,10,-1
1,6,4,0,6,11,-1
0,6,5,0,7,11,-1
1,7,5,0,6,11,-1
3,6,5,0,6,10,-1
2,6,4,0,6,11,-1
0,6,5,0,6,12,-1
2,6,4,0,6,11,-1
0,6,5,0,6,10,-1
1,7,5,1,6,9,-1
3,6,5,0,6,8,-1
1,7,5,1,7,7,-1
3,6,5,1,7,6,-1
2,6,4,1,7,5,-1
3,5,4,1,6,5,-1
3,4,4,1,5,4,-1
0,4,5,1,4,4,-1
3,3,5,1,4,5,-1
0,3,6,1,3,5,-1
0,3,7,1,3,6,-1
0,3,8,1,3,7,-1
1,4,8,1,4,8,-101
1,4,8,1,4,8,-101
