X,Y
9,5
8,5
8,6
8,5
7,5
7,4
6,4
5,4
6,4
6,3
5,3
5,2
4,2
3,2
3,3
4,3
5,3
5,4
7,6
6,6
6,5
2,7
2,6
5,8
5,7
6,7
7,7
