Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
1,7,0,4,0,-1
1,8,0,6,0,-1
0,8,1,5,0,-1
0,8,2,7,0,-1
0,8,3,6,1,-1
0,8,4,5,1,-1
0,8,5,5,2,-1
1,9,5,7,2,-1
0,9,6,7,4,-1
1,10,6,9,4,-1
0,10,7,9,6,-1
0,10,8,10,7,-1
2,10,7,9,8,-1
2,10,6,9,7,-1
2,10,5,9,6,-1
2,10,4,9,5,-1
2,10,3,9,4,-1
2,10,2,8,5,-1
2,10,1,8,4,-1
0,10,2,8,5,-1
3,9,2,9,5,-1
3,8,2,10,6,-1
2,8,1,10,5,-1
1,9,1,10,3,-1
3,8,1,9,3,-1
3,7,1,8,3,-1
3,6,1,7,3,-1
2,6,0,7,1,-1
3,5,0,5,1,-1
3,4,0,4,0,-1001
3,4,0,4,0,-1001
