Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
1,7,0,4,0,-1
1,8,0,3,0,-1
0,8,1,4,0,-1
2,8,0,6,0,-1
0,8,1,7,0,-1
0,8,2,6,0,-1
3,7,2,8,0,-1
3,6,2,8,1,-1
2,6,1,8,2,-1
2,6,0,7,2,-1
1,7,0,6,2,-1
1,8,0,6,3,-1
3,7,0,6,2,-1
1,8,0,7,2,-1
3,7,0,6,2,-1
1,8,0,7,2,-1
3,7,0,8,2,-1
3,6,0,7,2,-1
1,7,0,6,2,-1
1,8,0,7,2,-1
3,7,0,6,2,-1
1,8,0,7,2,-1
3,7,0,6,2,-1
1,8,0,7,2,-1
3,7,0,6,2,-1
1,8,0,7,2,-1
3,7,0,6,2,-1
1,8,0,7,2,-1
3,7,0,6,2,-1
1,8,0,7,2,-1
1,9,0,8,2,-1
1,10,0,8,1,-1
3,9,0,8,0,-1
1,10,0,10,0,-1001
1,10,0,10,0,-1001
