Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
3,4,0,1,0,-1
0,4,1,1,1,-1
0,4,2,1,0,-1
1,5,2,1,1,-1
0,5,3,1,0,-1
2,5,2,0,0,-1
3,4,2,0,1,-1
2,4,1,1,1,-1
0,4,2,0,1,-1
2,4,1,1,1,-1
2,4,0,0,1,-1
1,5,0,1,1,-1
0,5,1,1,2,-1
0,5,2,1,1,-1
3,4,2,1,2,-1
1,5,2,0,2,-1
0,5,3,1,2,-1
2,5,2,2,2,-1
2,5,1,2,3,-1
2,5,0,1,3,-1
3,4,0,1,4,-1
0,4,1,1,5,-1
1,5,1,1,4,-1
0,5,2,1,5,-1
2,5,1,0,5,-1
3,4,1,1,5,-1
0,4,2,0,5,-1
1,5,2,1,5,-1
2,5,1,0,5,-1
3,4,1,0,6,-1
0,4,2,0,7,-1
2,4,1,0,8,-1
0,4,2,0,9,-1
2,4,1,1,9,-1
0,4,2,2,9,-1
2,4,1,1,9,-1
2,4,0,1,8,-1
0,4,1,1,9,-1
0,4,2,1,10,-1
1,5,2,0,10,-1
2,5,1,1,10,-1
3,4,1,1,9,-1
2,4,0,1,10,-1
1,5,0,1,9,-1
3,4,0,0,9,-1
0,4,1,1,9,-1
2,4,0,0,9,-1
0,4,1,1,9,-1
2,4,0,0,9,-1
0,4,1,1,9,-1
0,4,2,0,9,-1
2,4,1,0,8,-1
2,4,0,0,7,-1
0,4,1,0,8,-1
0,4,2,1,8,-1
2,4,1,1,7,-1
2,4,0,2,7,-1
0,4,1,2,6,-1
2,4,0,2,7,-1
0,4,1,1,7,-1
2,4,0,2,7,-1
0,4,1,1,7,-1
2,4,0,1,8,-1
0,4,1,1,7,-1
2,4,0,2,7,-1
0,4,1,3,7,-1
1,5,1,3,8,-1
0,5,2,3,9,-1
3,4,2,3,8,-1
2,4,1,3,7,-1
0,4,2,4,7,-1
1,5,2,3,7,-1
3,4,2,2,7,-1
2,4,1,3,7,-1
0,4,2,3,6,-1
2,4,1,2,6,-1
0,4,2,2,5,-1
2,4,1,3,5,-1
0,4,2,4,5,-1
2,4,1,3,5,-1
1,5,1,2,5,-1
3,4,1,3,5,-1
0,4,2,4,5,-1
2,4,1,3,5,-1
1,5,1,4,5,-1
2,5,0,4,6,-1
1,6,0,4,7,-1
3,5,0,4,8,-1
0,5,1,4,9,-1
1,6,1,4,8,-1
1,7,1,3,8,-1
3,6,1,3,9,-1
3,5,1,4,9,-1
3,4,1,5,9,-1
1,5,1,6,9,-1
1,6,1,5,9,-1
2,6,0,5,10,-1
3,5,0,6,10,-1
0,5,1,5,10,-1
3,4,1,6,10,-1
1,5,1,5,10,-1
3,4,1,6,10,-1
1,5,1,5,10,-1
2,5,0,6,10,-1
0,5,1,5,10,-1
0,5,2,5,9,-1
2,5,1,5,10,-1
0,5,2,4,10,-1
3,4,2,5,10,-1
1,5,2,6,10,-1
0,5,3,6,9,-1
2,5,2,6,10,-1
2,5,1,6,9,-1
3,4,1,6,10,-1
2,4,0,6,9,-1
0,4,1,5,9,-1
2,4,0,5,10,-1
0,4,1,6,10,-1
2,4,0,5,10,-1
1,5,0,5,9,-1
3,4,0,4,9,-1
1,5,0,4,8,-1
0,5,1,4,7,-1
3,4,1,4,6,-1
2,4,0,4,7,-1
0,4,1,4,6,-1
0,4,2,3,6,-1
2,4,1,4,6,-1
0,4,2,4,5,-1
2,4,1,4,6,-1
0,4,2,5,6,-1
2,4,1,4,6,-1
0,4,2,3,6,-1
2,4,1,3,7,-1
2,4,0,4,7,-1
1,5,0,4,6,-1
3,4,0,4,5,-1
0,4,1,5,5,-1
1,5,1,6,5,-1
0,5,2,7,5,-1
3,4,2,7,6,-1
1,5,2,7,7,-1
3,4,2,7,6,-1
2,4,1,7,5,-1
2,4,0,8,5,-1
0,4,1,9,5,-1
0,4,2,9,6,-1
2,4,1,8,6,-1
1,5,1,8,7,-1
3,4,1,7,7,-1
2,4,0,8,7,-1
0,4,1,9,7,-1
0,4,2,9,6,-1
2,4,1,9,5,-1
0,4,2,10,5,-1
1,5,2,10,6,-1
0,5,3,10,7,-1
2,5,2,9,7,-1
0,5,3,8,7,-1
2,5,2,7,7,-1
0,5,3,7,6,-1
2,5,2,7,5,-1
2,5,1,8,5,-1
3,4,1,7,5,-1
0,4,2,7,4,-1
2,4,1,7,5,-1
2,4,0,6,5,-1
1,5,0,7,5,-1
0,5,1,6,5,-1
0,5,2,7,5,-1
1,6,2,8,5,-1
3,5,2,8,6,-1
0,5,3,8,7,-1
2,5,2,9,7,-1
3,4,2,8,7,-1
2,4,1,8,6,-1
0,4,2,9,6,-1
2,4,1,9,5,-1
0,4,2,8,5,-1
1,5,2,8,6,-1
3,4,2,8,5,-1
2,4,1,9,5,-1
1,5,1,8,4,-1
2,5,0,8,4,-1
0,5,1,7,4,-1
3,4,1,7,3,-1
2,4,0,7,2,-1
0,4,1,5,2,-1
2,4,0,5,1,-1
0,4,1,4,1,-1001
0,4,1,4,1,-1001
