X,Y
7,0
7,1
8,1
9,1
10,1
10,2
10,3
10,4
10,5
9,5
8,5
7,5
7,6
7,7
7,8
8,8
9,8
9,9
9,10
8,10
7,10
7,11
7,12
7,13
7,14
