Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,6,14,0
0,7,1,0,7,14,-1
1,8,1,0,8,14,-1
1,9,1,0,8,13,-1
0,9,2,0,8,12,-1
1,10,2,0,7,12,-1
1,11,2,0,8,12,-1
3,10,2,0,7,12,-1
0,10,3,0,6,12,-1
1,11,3,0,7,12,-1
2,11,2,0,6,12,-1
0,11,3,0,7,12,-1
0,11,4,0,6,12,-1
0,11,5,0,7,12,-1
1,12,5,0,6,12,-1
1,13,5,0,7,12,-1
1,14,5,0,6,12,-1
3,13,5,0,7,12,-1
1,14,5,0,6,12,-1
0,14,6,0,7,12,-1
0,14,7,0,6,12,-1
2,14,6,0,7,12,-1
3,13,6,0,8,12,-1
2,13,5,0,9,12,-1
1,14,5,0,10,12,-1
3,13,5,0,11,12,-1
1,14,5,1,12,12,-1
2,14,4,1,12,11,-1
2,14,3,1,12,9,-1
2,14,2,1,12,7,-1
2,14,1,0,12,6,-1
2,14,0,0,12,4,-1
0,14,1,0,12,3,-1
0,14,2,0,12,4,-1
0,14,3,1,13,4,-1
2,14,2,1,14,3,-1
2,14,1,1,14,1,-101
2,14,1,1,14,1,-101
