Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,6,14,0
3,6,0,0,6,13,-1
0,6,1,0,6,12,-1
0,6,2,0,6,13,-1
2,6,1,0,6,12,-1
2,6,0,0,7,12,-1
0,6,1,0,8,12,-1
2,6,0,0,9,12,-1
0,6,1,0,8,12,-1
0,6,2,0,7,12,-1
1,7,2,0,6,12,-1
0,7,3,0,7,12,-1
1,8,3,0,6,12,-1
3,7,3,0,7,12,-1
1,8,3,0,7,13,-1
0,8,4,0,7,14,-1
0,8,5,0,7,13,-1
1,9,5,0,7,12,-1
0,9,6,0,8,12,-1
1,10,6,0,7,12,-1
1,11,6,0,8,12,-1
1,12,6,0,9,12,-1
0,12,7,0,8,12,-1
2,12,6,0,9,12,-1
3,11,6,0,8,12,-1
1,12,6,0,9,12,-1
3,11,6,0,10,12,-1
0,11,7,0,9,12,-1
1,12,7,0,10,12,-1
3,11,7,0,9,12,-1
0,11,8,0,10,12,-1
1,12,8,0,11,12,-1
3,11,8,1,12,12,-1
1,12,8,1,12,10,-1
2,12,7,1,13,9,-1
0,12,8,1,12,8,-101
0,12,8,1,12,8,-101
