Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-908.4440628906249,0,4,0.08817696571350098,-1005.0
-697.3438788269304,1,15,0.22318720817565918,-1016.0
-930.7118593749999,2,3,0.15073490142822266,-1004.0
-930.7118593749999,3,3,0.07874488830566406,-1004.0
-930.7118593749999,4,3,0.051690101623535156,-1004.0
-953.550625,5,2,0.09233212471008301,-1003.0
-886.7329613183592,6,5,0.11508703231811523,-1006.0
-908.4440628906249,7,4,0.06591320037841797,-1005.0
-805.1823237364478,8,9,0.1569070816040039,-1010.0
-824.8023833194335,9,8,0.1585547924041748,-1009.0
-886.7329613183592,10,5,0.08063507080078125,-1006.0
-886.7329613183592,11,5,0.07474589347839355,-1006.0
-930.7118593749999,12,3,0.0597538948059082,-1004.0
-930.7118593749999,13,3,0.06486701965332031,-1004.0
-844.9255213532653,14,7,0.10534286499023438,-1008.0
-976.975,15,1,0.03737688064575195,-1002.0
-908.4440628906249,16,4,0.06909608840942383,-1005.0
-886.7329613183592,17,5,0.12243795394897461,-1006.0
-865.5646372854002,18,6,0.12400293350219727,-1007.0
-908.4440628906249,19,4,0.08263897895812988,-1005.0
-844.9255213532653,20,7,0.10722708702087402,-1008.0
-805.1823237364478,21,9,0.18030190467834473,-1010.0
-953.550625,22,2,0.051431894302368164,-1003.0
-908.4440628906249,23,4,0.06954312324523926,-1005.0
-865.5646372854002,24,6,0.12668609619140625,-1007.0
