Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
0,6,1,2,0,-1
0,6,2,3,0,-1
1,7,2,3,1,-1
1,8,2,5,1,-1
0,8,3,7,1,-1
0,8,4,7,2,-1
1,9,4,8,2,-1
0,9,5,8,4,-1
0,9,6,9,4,-1
3,8,6,9,6,-1
1,9,6,8,6,-1
3,8,6,7,7,-1
1,9,6,8,7,-1
2,9,5,9,6,-1
0,9,6,8,6,-1
3,8,6,7,7,-1
1,9,6,8,7,-1
2,9,5,8,6,-1
1,10,5,9,5,-1
3,9,5,10,5,-1
1,10,5,9,5,-1
3,9,5,8,4,-1
0,9,6,9,4,-1
3,8,6,8,4,-1
0,8,7,9,4,-1
0,8,8,9,6,-1
0,8,9,9,6,-1
0,8,10,9,7,-1
3,7,10,9,8,-1
3,6,10,9,8,-1
3,5,10,7,8,999
3,5,10,7,8,999
