Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
1,7,0,4,0,-1
1,8,0,5,0,-1
0,8,1,6,0,-1
0,8,2,7,0,-1
0,8,3,8,0,-1
1,9,3,7,0,-1
3,8,3,8,0,-1
1,9,3,7,0,-1
1,10,3,8,0,-1
3,9,3,7,0,-1
1,10,3,6,0,-1
3,9,3,7,0,-1
1,10,3,8,0,-1
3,9,3,7,0,-1
0,9,4,8,0,-1
1,10,4,8,1,-1
2,10,3,8,0,-1
0,10,4,7,0,-1
3,9,4,8,0,-1
2,9,3,7,0,-1
1,10,3,8,0,-1
3,9,3,7,0,-1
3,8,3,8,0,-1
1,9,3,8,1,-1
1,10,3,8,0,-1
0,10,4,9,0,-1
0,10,5,8,0,-1
0,10,6,7,0,-1
3,9,6,8,0,-1
3,8,6,8,1,-1
0,8,7,8,2,-1
3,7,7,8,3,-1
3,6,7,8,5,-1
0,6,8,9,5,-1
3,5,8,8,5,-1
0,5,9,8,6,-1
0,5,10,8,5,999
0,5,10,8,5,999
