Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
0,6,1,3,0,-1
1,7,1,2,1,-1
3,6,1,1,1,-1
0,6,2,1,2,-1
2,6,1,2,2,-1
2,6,0,4,2,-1
1,7,0,3,2,-1
1,8,0,4,2,-1
3,7,0,5,1,-1
1,8,0,6,1,-1
1,9,0,5,0,-1
0,9,1,6,0,-1
2,9,0,7,0,-1
0,9,1,9,0,-1
0,9,2,9,1,-1
2,9,1,8,1,-1
1,10,1,7,0,-1
0,10,2,8,1,-1
0,10,3,9,1,-1
0,10,4,9,3,-1
0,10,5,9,4,-1
0,10,6,9,5,-1
0,10,7,10,6,-1
2,10,6,9,5,-1
0,10,7,10,6,-1
3,9,7,9,6,-1
2,9,6,10,7,-1
3,8,6,8,7,-1
0,8,7,7,6,-1
1,9,7,7,5,-1
0,9,8,8,6,-1
0,9,9,9,7,-1
0,9,10,9,9,-1
2,9,9,8,9,-1
3,8,9,8,9,-1001
3,8,9,8,9,-1001
