Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
433.9784912644283,0,31,233.8331880569458,968.0
-436.17305743642794,1,35,163.7182879447937,-1036.0
602.2487176898924,2,19,195.30492997169495,980.0
-619.1828606905551,3,20,190.44628190994263,-1021.0
540.3923889457899,4,23,234.0183789730072,976.0
540.3923889457899,5,23,170.45967197418213,976.0
-426.2687310005173,6,36,291.46163296699524,-1037.0
570.5376872539538,7,21,176.8280668258667,978.0
602.2487176898924,8,19,239.51560401916504,980.0
602.2487176898924,9,19,315.96411180496216,980.0
602.2487176898924,10,19,159.83663082122803,980.0
570.5376872539538,11,21,244.59064102172852,978.0
540.3923889457899,12,23,318.14116883277893,976.0
602.2487176898924,13,19,168.16277599334717,980.0
484.49357370122544,14,27,325.95897698402405,972.0
540.3923889457899,15,23,275.6333518028259,976.0
602.2487176898924,16,19,114.40820097923279,980.0
540.3923889457899,17,23,135.9614269733429,976.0
218.1483841506599,18,55,667.5804440975189,944.0
570.5376872539538,19,21,204.7979040145874,978.0
602.2487176898924,20,19,187.74753999710083,980.0
511.7355147415915,21,25,196.57297015190125,974.0
-604.7032891732913,22,21,105.97708296775818,-1022.0
511.7355147415915,23,25,166.14293718338013,974.0
570.5376872539538,24,21,155.45699214935303,978.0
