Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,9,13,0
0,7,1,0,10,13,-1
0,7,2,1,11,13,-1
3,6,2,0,11,12,-1
3,5,2,0,11,11,-1
3,4,2,0,11,12,-1
3,3,2,0,10,12,-1
3,2,2,0,10,13,-1
2,2,1,0,10,14,-1
3,1,1,0,10,13,-1
2,1,0,0,9,13,-1
3,0,0,0,8,13,-1
1,1,0,0,8,14,-1
0,1,1,0,8,13,-1
1,2,1,0,7,13,-1
3,1,1,1,6,13,-1
2,1,0,1,6,11,-1
1,2,0,1,6,10,-1
0,2,1,0,6,8,-1
0,2,2,0,6,7,-1
3,1,2,1,5,7,-1
2,1,1,1,5,8,-1
3,0,1,1,4,7,-1
2,0,0,1,4,6,-1
1,1,0,1,4,4,-1
3,0,0,1,3,3,-1
0,0,1,1,1,3,-1
2,0,0,1,1,2,-1
1,1,0,1,2,2,-1
3,0,0,1,1,1,-1
0,0,1,1,0,1,-101
0,0,1,1,0,1,-101
