Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,0,0,0
1,8,0,0,1,0,-1
0,8,1,0,0,0,-1
3,7,1,0,1,0,-1
3,6,1,0,0,0,-1
3,5,1,0,0,1,-1
1,6,1,0,0,2,-1
2,6,0,0,0,1,-1
3,5,0,0,0,2,-1
1,6,0,0,0,1,-1
0,6,1,0,0,2,-1
0,6,2,0,0,1,-1
0,6,3,0,1,1,-1
0,6,4,0,1,0,-1
0,6,5,0,1,1,-1
2,6,4,0,1,0,-1
1,7,4,0,1,1,-1
1,8,4,0,0,1,-1
0,8,5,0,0,0,-1
0,8,6,0,0,1,-1
0,8,7,0,0,2,-1
1,9,7,0,0,1,-1
0,9,8,0,0,0,-1
1,10,8,0,0,1,-1
0,10,9,0,1,1,-1
1,11,9,0,0,1,-1
0,11,10,0,0,0,-1
2,11,9,0,0,1,-1
3,10,9,0,1,1,-1
2,10,8,0,0,1,-1
0,10,9,0,1,1,-1
1,11,9,0,0,1,-1
1,12,9,0,1,1,-1
1,13,9,0,1,0,-1
1,14,9,0,1,1,-1
0,14,10,0,1,0,-1
0,14,11,0,0,0,-1
3,14,11,0,1,0,-26
0,14,12,0,1,1,-1
0,14,13,0,1,0,-1
0,14,14,0,1,1,-1
2,14,13,0,0,1,-1
3,13,13,0,1,1,-1
1,14,13,0,1,0,-1
2,14,12,0,1,1,-1
2,14,11,0,1,0,-1
2,14,10,0,1,1,-1
0,14,11,0,0,1,-1
0,14,12,0,0,2,-1
3,14,12,0,0,1,-26
3,14,12,0,1,1,-26
0,14,13,0,0,1,-1
3,14,13,0,1,1,-26
2,14,12,0,1,0,-1
3,14,12,0,2,0,-26
3,14,12,0,3,0,-26
3,14,12,0,2,0,-26
3,14,12,0,3,0,-26
0,14,13,0,2,0,-1
3,13,13,0,1,0,-1
3,13,13,0,1,1,-26
3,12,13,0,1,0,-1
3,11,13,0,1,1,-1
3,10,13,0,1,0,-1
3,9,13,0,2,0,-1
3,8,13,0,1,0,-1
3,7,13,0,2,0,-1
2,7,12,0,3,0,-1
0,7,13,0,2,0,-1
3,6,13,0,1,0,-1
0,6,14,0,2,0,-1
1,7,14,0,3,0,999
1,7,14,0,3,0,999
