Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,1,0,-1
0,5,2,3,0,-1
0,5,3,3,1,-1
3,4,3,4,1,-1
3,3,3,3,1,-1
0,3,4,4,1,-1
3,2,4,5,1,-1
2,2,3,5,2,-1
3,1,3,5,1,-1
0,1,4,5,2,-1
3,0,4,5,1,-1
0,0,5,5,2,-1
2,0,4,5,3,-1
0,0,5,5,2,-1
0,0,6,5,3,-1
0,0,7,5,2,-1
2,0,6,5,3,-1
0,0,7,5,2,-1
2,0,6,5,1,-1
1,1,6,5,2,-1
3,0,6,5,1,-1
1,1,6,5,2,-1
3,0,6,5,1,-1
0,0,7,5,2,-1
2,0,6,5,1,-1
2,0,5,5,2,-1
2,0,4,5,3,-1
0,0,5,5,2,-1
2,0,4,5,1,-1
0,0,5,5,2,-1
2,0,4,5,1,-1
1,1,4,5,2,-1
3,0,4,5,1,-1
0,0,5,5,2,-1
0,0,6,5,1,-1
1,1,6,5,2,-1
3,0,6,5,1,-1
0,0,7,5,2,-1
2,0,6,5,1,-1
0,0,7,5,2,-1
2,0,6,5,1,-1
1,1,6,5,2,-1
3,0,6,5,1,-1
1,1,6,5,2,-1
3,0,6,5,3,-1
0,0,7,4,3,-1
2,0,6,5,3,-1
2,0,5,5,2,-1
2,0,4,5,1,-1
1,1,4,5,2,-1
3,0,4,5,1,-1
0,0,5,5,2,-1
0,0,6,5,1,-1
2,0,5,5,2,-1
0,0,6,5,1,-1
2,0,5,5,2,-1
0,0,6,5,1,-1
2,0,5,6,1,-1
2,0,4,5,1,-1
1,1,4,5,2,-1
2,1,3,5,1,-1
0,1,4,5,2,-1
3,0,4,5,1,-1
1,1,4,5,2,-1
3,0,4,5,1,-1
0,0,5,4,1,-1
2,0,4,5,1,-1
0,0,5,5,2,-1
0,0,6,5,1,-1
1,1,6,5,2,-1
3,0,6,5,1,-1
2,0,5,5,2,-1
2,0,4,5,1,-1
0,0,5,4,1,-1
2,0,4,5,1,-1
1,1,4,6,1,-1
1,2,4,4,1,-1
2,2,3,3,1,-1
0,2,4,4,1,-1
3,1,4,3,1,-1
3,0,4,4,1,-1
0,0,5,3,1,-1
0,0,6,3,0,-1
0,0,7,3,1,-1
2,0,6,3,0,-1
1,1,6,2,0,-1
0,1,7,3,0,-1
0,1,8,3,1,-1
1,2,8,4,1,-1
1,3,8,3,1,-1
0,3,9,4,1,-1
1,4,9,3,1,-1
2,4,8,4,1,-1
0,4,9,3,1,-1
0,4,10,4,1,-1
1,5,10,3,1,999
1,5,10,3,1,999
