Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,2,0,-1
0,5,2,3,0,-1
0,5,3,4,0,-1
3,4,3,4,1,-1
3,3,3,3,1,-1
0,3,4,4,1,-1
3,2,4,5,1,-1
3,1,4,5,2,-1
3,0,4,5,1,-1
1,1,4,5,2,-1
3,0,4,5,1,-1
1,1,4,5,2,-1
3,0,4,5,1,-1
0,0,5,5,0,-1
2,0,4,5,1,-1
1,1,4,4,1,-1
3,0,4,5,1,-1
1,1,4,5,2,-1
3,0,4,5,1,-1
0,0,5,5,2,-1
0,0,6,5,1,-1
2,0,5,5,2,-1
2,0,4,5,1,-1
0,0,5,5,2,-1
2,0,4,5,1,-1
1,1,4,5,2,-1
3,0,4,5,1,-1
0,0,5,5,2,-1
2,0,4,5,1,-1
1,1,4,5,0,-1
1,2,4,5,1,-1
3,1,4,6,1,-1
1,2,4,4,1,-1
1,3,4,3,1,-1
1,4,4,4,1,-1
0,4,5,3,1,-1
1,5,5,4,1,-1
1,6,5,3,1,-1
1,7,5,4,1,-1
0,7,6,3,1,-1
1,8,6,3,0,-1
0,8,7,3,1,-1
3,7,7,4,1,-1
0,7,8,3,1,-1
0,7,9,4,1,-1
3,6,9,5,1,-1
0,6,10,5,0,-1
3,5,10,5,1,999
3,5,10,5,1,999
