Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-865.5646372854002,0,6,0.055274009704589844,-1007.0
-886.7329613183592,1,5,0.04669785499572754,-1006.0
-930.7118593749999,2,3,0.06658411026000977,-1004.0
-767.4014465019607,3,11,0.14625787734985352,-1012.0
-953.550625,4,2,0.021383047103881836,-1003.0
-844.9255213532653,5,7,0.06603217124938965,-1008.0
-908.4440628906249,6,4,0.04869794845581055,-1005.0
-844.9255213532653,7,7,0.08917093276977539,-1008.0
-886.7329613183592,8,5,0.0708460807800293,-1006.0
-953.550625,9,2,0.026224136352539062,-1003.0
-886.7329613183592,10,5,0.050573110580444336,-1006.0
-930.7118593749999,11,3,0.029839038848876953,-1004.0
-886.7329613183592,12,5,0.04676413536071777,-1006.0
-634.0337032723642,13,19,0.18337702751159668,-1020.0
-953.550625,14,2,0.023031949996948242,-1003.0
-886.7329613183592,15,5,0.060617923736572266,-1006.0
-714.198850078903,16,14,0.17305612564086914,-1015.0
-749.2164103394115,17,12,0.12324786186218262,-1013.0
-844.9255213532653,18,7,0.0751810073852539,-1008.0
-953.550625,19,2,0.019845008850097656,-1003.0
-697.3438788269304,20,15,0.17201900482177734,-1016.0
-930.7118593749999,21,3,0.0485529899597168,-1004.0
-786.0527656430365,22,10,0.08961892127990723,-1011.0
-714.198850078903,23,14,0.18828415870666504,-1015.0
-844.9255213532653,24,7,0.053800106048583984,-1008.0
