-38.223244280061465,0,122,3617.774281024933,-123.0
-59.97236938027467,1,153,3563.8769710063934,-1154.0
-37.76855503074972,2,113,3614.672938108444,-114.0
-38.033883447625136,3,118,3623.2760939598083,-119.0
-38.08303636143451,4,119,3615.9743480682373,-120.0
-37.051946176678726,5,102,3627.407757997513,-103.0
-199.23960889965042,6,71,1851.6274449825287,-1072.0
-37.82434115498097,7,114,3609.8646709918976,-115.0
-38.26766317305993,8,123,3600.0963270664215,-124.0
-38.08303636143451,9,119,3600.1981060504913,-120.0
-250.37800362987258,10,60,825.161614894867,-1061.0
-37.197506334205215,11,104,3618.0470159053802,-105.0
