Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-619.1828606905551,0,20,57.887078046798706,-1021.0
570.5376872539538,1,21,67.73510408401489,978.0
670.6974923009166,2,15,40.88355612754822,984.0
-634.0337032723642,3,19,44.104249000549316,-1020.0
-805.1823237364478,4,9,26.24632215499878,-1010.0
602.2487176898924,5,19,68.64448308944702,980.0
670.6974923009166,6,15,43.79792380332947,984.0
602.2487176898924,7,19,63.341485023498535,980.0
602.2487176898924,8,19,67.25529503822327,980.0
-649.2653366896044,9,18,46.663094997406006,-1019.0
-731.4860000809261,10,13,39.51059889793396,-1014.0
602.2487176898924,11,19,61.742658853530884,980.0
602.2487176898924,12,19,54.8634729385376,980.0
388.3286229723712,13,35,88.11127996444702,964.0
635.6068036185586,14,17,43.42639088630676,982.0
-786.0527656430365,15,10,31.25196099281311,-1011.0
-767.4014465019607,16,11,37.58533191680908,-1012.0
433.9784912644283,17,31,69.85779809951782,968.0
670.6974923009166,18,15,40.579617977142334,984.0
-664.8875248098508,19,17,52.81247401237488,-1018.0
570.5376872539538,20,21,78.22688913345337,978.0
-805.1823237364478,21,9,24.01140284538269,-1010.0
602.2487176898924,22,19,42.10843300819397,980.0
670.6974923009166,23,15,46.45247006416321,984.0
670.6974923009166,24,15,37.7534499168396,984.0
