X,Y
7,0
7,1
7,2
7,3
7,4
7,5
7,6
8,6
9,6
10,6
11,6
11,7
11,8
11,9
11,10
12,10
12,11
12,12
11,12
10,12
9,12
8,12
7,12
7,13
7,14
